Snapshotdt,ApplicationID,UPB,DPD,BKRepo_Flag,NextPaymentDate,RemainingTerm,MaturityDate,NumberOfExtensions,NumberOfPayments,FundingDate,OriginalRate,CurrentRate,OriginalPayment,CurrentPayment,PTICore,DTICore,Make,Model,ModelYr,BookValue,LTVCore,OriginalAmtFinanced,OriginalTerm,BookNewUsed,BookMileage,HighFico,BookTier,FirstPaymentDate,LastPmtDate,lastExtensionDate,ChargeoffDate,MOB,DPDBucket,MOB_Lag1,UPB_Lag1,DPD_Lag1,DPDBucket_Lag1,LoanStatus,LoanStatus2,LoanStatus2_Lag1,Vintage_M,Vintage_Q,PrepayBal,DefaultBal,DQBal
2020-01-31,9908653,25179.43,0,None,2020-02-11,72,2026-01-11,0,0,2020-01-09,0.2545,0.2545,691.92,691.92,0.1521,0.2697,RAM,1500 QUAD CA,16,19880,1.26657092555332,25179.43,72,Used,29964,552,Tier 7,2020-02-11,43827,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9908998,30345.17,0,None,2020-02-11,72,2026-01-11,0,0,2020-01-03,0.1739,0.1739,686.62,686.62,0.1775,0.5005,DODGE TR,DURANGO     ,17,27400,1.10748795620438,30345.17,72,Used,64936,582,Tier 7,2020-02-11,43827,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9910387,10737.85,0,None,2020-02-11,72,2026-01-11,0,0,2020-01-08,0.25,0.25,292.21,292.21,0.1224,0.4525,FORD,FOCUS       ,16,9775,1.09850127877238,10737.85,72,Used,40673,509,Tier 9,2020-02-11,43827,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9910430,14067.34,0,None,2020-02-11,72,2026-01-11,0,0,2020-01-14,0.27,0.27,400.54,400.54,0.1413,0.3145,NISSAN,VERSA NOTE  ,17,10475,1.34294415274463,14067.34,72,Used,55561,584,Tier 9,2020-02-11,43827,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9910978,14359.88,0,None,2020-02-03,60,2025-01-03,0,0,2020-01-06,0.1754,0.1754,361.06,361.06,0.0893,0.244,VOLKSWAG,PASSAT      ,15,12825,1.11967875243665,14359.88,60,Used,39851,562,Tier 6,2020-02-03,43834,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9911248,18140,0,None,2020-02-11,72,2026-01-11,0,0,2020-01-06,0.18,0.18,416.79,416.79,0.167,0.4552,KIA,FORTE       ,19,19206,0.944496511506821,18140,72,New,3,604,Tier 6,2020-02-11,43827,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9912069,22805.87,0,None,2020-02-03,72,2026-01-03,0,0,2020-01-07,0.1497,0.1497,481.86,481.86,0.0733,0.21,MITSU,MIRAGE      ,20,17136.49,1.33083671160197,22805.87,72,New,25,633,Tier 0,2020-02-03,43834,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9912325,17786.71,0,None,2020-02-03,72,2026-01-03,0,0,2020-01-08,0.1733,0.1733,398.97,398.97,0.0685,0.3708,HONDA,CIVIC       ,16,12300,1.44607398373984,17786.71,72,Used,31322,531,Tier 3,2020-02-03,43834,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9912543,14195.43,0,None,2020-03-03,72,2026-02-03,0,0,2020-01-13,0.1074,0.1074,269.51,269.51,0.0941,0.4225,NISSAN,JUKE        ,16,12797,1.10927795577088,14195.43,72,Used,54000,616,Tier 3,2020-03-03,43848,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9912691,13730.46,0,None,2020-03-03,59,2025-01-03,0,1,2020-01-03,0.1299,0.1299,316.39,316.39,0.0401,0.2097,BMW,X3          ,14,14425,0.964203812824957,13908.64,60,Used,82758,540,Tier 4,2020-02-03,43861,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9912938,25403.28,0,None,2020-02-03,72,2026-01-03,0,0,2020-01-08,0.1989,0.1989,606.86,606.86,0.0975,0.2571,TOYOTA,CAMRY       ,18,17475,1.45369270386266,25403.28,72,Used,41281,570,Tier 4,2020-02-03,43853,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9913893,19411.14,0,None,2020-03-03,72,2026-02-03,0,0,2020-01-10,0.0974,0.0974,358.52,358.52,0.1427,0.5831,JEEP,RENEGADE    ,18,16862,1.15117661012929,19411.14,72,Used,8646,697,Tier 2,2020-03-03,43848,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9914098,17221.3,0,None,2020-02-11,72,2026-01-11,0,0,2020-01-07,0.1662,0.1662,382.09,382.09,0.0365,0.3206,HYUNDAI,ELANTRA GT  ,16,12502,1.37748360262358,17221.3,72,Used,22728,593,Tier 1,2020-02-11,43827,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9914172,21783.01,0,None,2020-02-11,72,2026-01-11,0,0,2020-01-09,0.1914,0.1914,515.04,515.04,0.1315,0.4716,CHEVROLE,IMPALA      ,18,15624,1.39420186891961,21783.01,72,Used,40931,561,Tier 6,2020-02-11,43827,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9914193,17156.99,0,None,2020-02-11,72,2026-01-11,0,0,2020-01-02,0.1399,0.1399,358.73,358.73,0.0367,0.3961,RAM,1500 CREW CA,15,23305,0.742940141600515,17314.22,72,Used,44397,590,Tier 4,2020-02-11,43827,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9914238,14452.93,0,None,2020-02-13,72,2026-01-13,0,0,2020-01-24,0.1923,0.1923,342.49,342.49,0.0899,0.4606,NISSAN,SENTRA      ,16,11245,1.28527612272121,14452.93,72,Used,35616,557,Tier 7,2020-02-13,43829,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9914407,15718,0,None,2020-02-03,72,2026-01-03,0,0,2020-01-06,0.2034,0.2034,379.59,379.59,0.0974,0.2837,MAZDA,MAZDA3      ,16,11327,1.38765780877549,15718,72,Used,55693,560,Tier 4,2020-02-03,43834,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9914772,13999.62,0,None,2020-03-14,60,2025-02-14,0,0,2020-01-27,0.1099,0.1099,305.71,305.71,0.0573,0.2339,CHRYSLER,200,16,10187,1.37426327672524,13999.62,60,Used,76705,659,Tier 2,2020-03-14,43859,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9914972,15699.81,0,None,2020-02-10,72,2026-01-10,0,0,2020-01-14,0.2032,0.2032,381.92,381.92,0.1103,0.2426,TOYOTA,PRIUS       ,14,11324,1.38641910985518,15699.81,72,Used,63283,535,Tier 5,2020-02-10,43827,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9915240,16672.77,0,None,2020-02-13,72,2026-01-13,0,0,2020-01-06,0.2,0.2,402.69,402.69,0.1498,0.4096,CHEVROLE,IMPALA      ,16,11825,1.40995940803383,16672.77,72,Used,52657,528,Tier 8,2020-02-13,43829,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9915307,28854.21,0,None,2020-03-03,71,2026-01-03,0,1,2020-01-13,0.1678,0.1678,645.83,645.83,0.1658,0.4833,HYUNDAI,TUCSON      ,19,23899,1.22148290723461,29192.22,72,New,38,588,Tier 4,2020-02-03,43857,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9915344,23303.74,0,None,2020-02-03,72,2026-01-03,0,0,2020-01-08,0.1796,0.1796,530.98,530.98,0.0854,0.4629,HONDA,ACCORD      ,17,16800,1.38712738095238,23303.74,72,Used,25076,539,Tier 4,2020-02-03,43834,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9915370,14561.16,0,None,2020-02-12,72,2026-01-12,0,0,2020-01-02,0.2346,0.2346,382.24,382.24,0.1246,0.3,NISSAN,SENTRA      ,17,9775,1.48963273657289,14561.16,72,Used,30058,594,Tier 5,2020-02-12,43854,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9915510,23947.23,0,None,2020-02-12,72,2026-01-12,0,0,2020-01-07,0.1612,0.1612,524.49,524.49,0.1306,0.2917,CHEVROLE,SONIC       ,19,19401.68,1.23428641231069,23947.23,72,New,4,523,Tier 6,2020-02-12,43828,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9915627,19940.26,0,None,2020-02-03,72,2026-01-03,0,0,2020-01-06,0.2045,0.2045,482.83,482.83,0.1544,0.3149,NISSAN,SENTRA      ,19,19741,1.010093713591,19940.26,72,New,8,623,Tier 7,2020-02-03,43861,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9916396,21628.08,0,None,2020-02-12,72,2026-01-12,0,0,2020-01-07,0.1744,0.1744,489.95,489.95,0.0544,0.4023,NISSAN,ROGUE       ,17,14466,1.49509746992949,21628.08,72,Used,36559,603,Tier 2,2020-02-12,43828,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9916527,25503.8,0,None,2020-02-12,72,2026-01-12,0,0,2020-01-10,0.1482,0.1482,540.05,540.05,0.0529,0.2644,DODGE,JOURNEY     ,19,24602,1.03665555645882,25503.8,72,New,15,542,Tier 4,2020-02-12,43828,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9916744,23371.16,0,None,2020-02-15,72,2026-01-15,0,0,2020-01-10,0.2069,0.2069,574.1,574.1,0.1787,0.3276,HONDA,ACCORD      ,18,20057,1.16523707433814,23371.16,72,Used,38542,576,Tier 6,2020-02-15,43831,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9917305,23715.89,0,None,2020-03-06,72,2026-02-06,0,0,2020-01-16,0.1524,0.1524,507.77,507.77,0.1038,0.379,BMW,X1 SERIES   ,15,14625,1.62159931623932,23715.89,72,Used,52115,562,Tier 3,2020-03-06,43851,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9917589,16203.34,0,None,2020-03-09,60,2025-02-09,0,0,2020-01-22,0.1324,0.1324,372.71,372.71,0.0442,0.3507,TOYOTA,CAMRY       ,16,12817,1.26420691269408,16203.34,60,Used,82319,578,Tier 4,2020-03-09,43854,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9918023,15857.58,0,None,2020-03-03,59,2025-01-03,0,1,2020-01-23,0.1205,0.1205,357.94,357.94,0.0772,0.3771,JEEP,GRAND CHEROK,12,13385,1.20079566679118,16072.65,60,Used,87402,661,Tier -,2020-02-03,43860,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9918339,20311.72,0,None,2020-02-13,72,2026-01-13,0,0,2020-01-03,0.1599,0.1599,443.38,443.38,0.1429,0.3143,JEEP,COMPASS     ,20,25033,0.811397754963448,20311.72,72,New,14,502,Tier 9,2020-02-13,43829,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9918579,24935,0,None,2020-02-22,72,2026-01-22,0,0,2020-01-06,0.1149,0.1149,483.17,483.17,0.0891,0.321,CHRYSLER,300,16,22575,1.10454042081949,24935,72,Used,24420,621,Tier 3,2020-02-22,43838,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9918795,20098,0,None,2020-02-02,72,2026-01-02,0,0,2020-01-09,0.1599,0.1599,435.85,435.85,0.0973,0.2365,NISSAN,ALTIMA      ,19,16200,1.24061728395062,20098,72,Used,48781,649,Tier 2,2020-02-02,43832,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9918819,27655,0,None,2020-02-15,72,2026-01-15,0,0,2020-01-09,0.1687,0.1687,617.52,617.52,0.0772,0.1879,LAND ROV,RANGE ROVER ,16,22325,1.23874580067189,27655,72,Used,35454,633,Tier 3,2020-02-15,43831,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9919022,28221.54,0,None,2020-02-03,72,2026-01-03,0,0,2020-01-06,0.1499,0.1499,596.59,596.59,0.0833,0.374,KIA,SPORTAGE    ,20,25990,1.08586148518661,28221.54,72,New,21,539,Tier 5,2020-02-03,43834,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9919053,25305.3,0,None,2020-02-13,72,2026-01-13,0,0,2020-01-02,0.1559,0.1559,546.75,546.75,0.1213,0.3497,DODGE TR,DURANGO     ,15,21500,1.17699069767442,25305.3,72,Used,108347,651,Tier 6,2020-02-13,43829,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9919129,16773.47,0,None,2020-02-07,60,2025-01-07,0,0,2020-01-09,0.1444,0.1444,395.21,395.21,0.0879,0.3829,INFINITI,JX35        ,13,12200,1.37487459016394,16773.47,60,Used,118482,657,Tier 0,2020-02-07,43830,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9919394,21999.79,0,None,2020-02-13,72,2026-01-13,0,0,2020-01-03,0.18,0.18,505.48,505.48,0.1157,0.3079,KIA,FORTE       ,20,20690,1.06330546157564,21999.79,72,New,32,618,Tier 5,2020-02-13,43829,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9919524,22497.46,0,None,2020-02-03,72,2026-01-03,0,0,2020-01-06,0.2,0.2,538.88,538.88,0.1669,0.3563,CHEVROLE,TRAVERSE    ,16,16875,1.33318281481482,22497.46,72,Used,79044,631,Tier 6,2020-02-03,43834,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9920023,24036.38,0,None,2020-02-13,72,2026-01-13,0,0,2020-01-10,0.1824,0.1824,555.67,555.67,0.1935,0.5615,NISSAN,KICKS       ,19,19859,1.21035198146936,24036.38,72,New,13,615,Tier 5,2020-02-13,43829,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9920165,14387.25,0,None,2020-02-13,72,2026-01-13,0,0,2020-01-02,0.27,0.27,409.95,409.95,0.1664,0.5639,HONDA,CIVIC       ,15,10175,1.41398034398034,14387.25,72,Used,67989,573,Tier 6,2020-02-13,43829,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9920520,25160.98,0,None,2020-02-13,72,2026-01-13,0,0,2020-01-25,0.1976,0.1976,603.72,603.72,0.0843,0.2399,FORD,ECOSPORT    ,19,23821.9,1.05621214092915,25160.98,72,New,9,548,Tier 7,2020-02-13,43829,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9920521,31827.15,0,None,2020-03-03,72,2026-02-03,0,0,2020-01-09,0.1074,0.1074,604.26,604.26,0.1057,0.4281,FORD,F150 SUPERCR,16,26765,1.1891331963385,31827.15,72,Used,35000,663,Tier 2,2020-03-03,43848,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9920634,18350.36,0,None,2020-02-13,60,2025-01-13,0,0,2020-01-06,0.1312,0.1312,420.94,420.94,0.1013,0.2153,LEXUS,GS          ,13,17675,1.0382099009901,18350.36,60,Used,109793,587,Tier 5,2020-02-13,43829,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9920715,30814.63,0,None,2020-02-13,72,2026-01-13,0,0,2020-01-02,0.177,0.177,702.67,702.67,0.0609,0.0995,AUDI,Q5          ,17,24225,1.272017750258,30814.63,72,Used,45841,542,Tier 5,2020-02-13,43829,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9920751,21650.75,0,None,2020-02-13,72,2026-01-13,0,0,2020-01-07,0.2223,0.2223,551.95,551.95,0.1503,0.4844,HONDA,CIVIC       ,18,18175,1.19123796423659,21650.75,72,Used,11751,630,Tier 6,2020-02-13,43829,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9921205,28591.72,0,None,2020-02-03,72,2026-01-03,0,0,2020-01-13,0.1648,0.1648,627.79,627.79,0.16,0.3392,MERCEDES,GL CLASS    ,15,25450,1.12344675834971,28591.72,72,Used,87548,581,Tier 5,2020-02-03,43834,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9921671,14720,0,None,2020-02-13,72,2026-01-13,0,0,2020-01-10,0.2232,0.2232,375.89,375.89,0.0756,0.1771,NISSAN,ROGUE       ,16,10750,1.3693023255814,14720,72,Used,61607,571,Tier 6,2020-02-13,43829,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9921912,20848.74,0,None,2020-02-13,72,2026-01-13,0,0,2020-01-07,0.1299,0.1299,420.64,420.64,0.0872,0.2891,GMC LIGH,ACADIA      ,14,15225,1.36937536945813,20848.74,72,Used,99554,627,Tier 5,2020-02-13,43829,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9922125,21505.04,0,None,2020-02-12,72,2026-01-12,0,0,2020-01-07,0.2392,0.2392,570.3,570.3,0.1211,0.3347,FORD TRU,ESCAPE      ,17,15400,1.39643116883117,21505.04,72,Used,12703,556,Tier 8,2020-02-12,43828,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9922688,25472.06,0,None,2020-03-14,72,2026-02-14,0,0,2020-01-27,0.1249,0.1249,507.12,507.12,0.0606,0.1874,CHEVROLE,CAMARO      ,17,20577,1.23788987704719,25472.06,72,Used,10320,604,Tier 3,2020-03-14,43859,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9923100,30416.15,0,None,2020-02-03,72,2026-01-03,0,0,2020-01-13,0.1648,0.1648,667.85,667.85,0.1117,0.3054,FORD TRU,F150        ,16,27025,1.12548196114709,30416.15,72,Used,41088,528,Tier 6,2020-02-03,43833,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9923507,13995,0,None,2020-02-13,72,2026-01-13,0,0,2020-01-08,0.1945,0.1945,333.42,333.42,0.1032,0.2963,HYUNDAI,ELANTRA     ,16,10350,1.35217391304348,13995,72,Used,39124,590,Tier 6,2020-02-13,43829,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9924161,23246,0,None,2020-02-13,72,2026-01-13,0,0,2020-01-10,0.18,0.18,534.17,534.17,0.1573,0.3756,NISSAN,SENTRA      ,19,19638,1.18372543028822,23246,72,New,5,552,Tier 8,2020-02-13,43829,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9924432,10895,0,None,2020-02-13,72,2026-01-13,0,0,2020-01-10,0.204,0.204,265.74,265.74,0.0476,0.2558,VOLKSWAG,JETTA       ,15,7625,1.42885245901639,10895,72,Used,63820,572,Tier 7,2020-02-13,43829,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9924500,16770.03,0,None,2020-03-01,60,2025-02-01,0,0,2020-01-14,0.1224,0.1224,376.99,376.99,0.0959,0.2816,DODGE,CHALLENGER  ,16,13096,1.28054596823458,16770.03,60,Used,102233,612,Tier 3,2020-03-01,43846,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9924590,14749.1,0,None,2020-02-13,72,2026-01-13,0,0,2020-01-06,0.1499,0.1499,313.71,313.71,0.08,0.3707,JEEP,COMPASS-4 CY,16,11225,1.31395100222717,14749.1,72,Used,43795,528,Tier 6,2020-02-13,43829,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9925076,16641.84,0,None,2020-02-13,72,2026-01-13,0,0,2020-01-09,0.27,0.27,474.12,474.12,0.1459,0.2992,CHEVROLE,EQUINOX     ,17,14216,1.17064153066967,16641.84,72,Used,36380,556,Tier 8,2020-02-13,43829,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9925141,32244.07,0,None,2020-02-13,72,2026-01-13,0,0,2020-01-07,0.18,0.18,740.93,740.93,0.1755,0.3562,MAZDA,CX-9        ,18,28675,1.1244662598082,32244.07,72,Used,39576,644,Tier 6,2020-02-13,43829,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9925198,16547.33,0,None,2020-02-14,60,2025-01-14,0,0,2020-01-08,0.1377,0.1377,385.11,385.11,0.0504,0.2467,CHEVROLE,EQUINOX     ,17,10970,1.50841659070191,16547.33,60,Used,103913,652,Tier 0,2020-02-14,43830,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9925445,12357.99,0,None,2020-03-03,48,2024-02-03,0,0,2020-01-13,0.1074,0.1074,319.26,319.26,0.1314,0.3751,INFINITI,EX          ,9,11082,1.11514076881429,12357.99,48,Used,81382,590,Tier 3,2020-03-03,43848,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9925506,27890.7,0,None,2020-03-09,72,2026-02-09,0,0,2020-01-22,0.1249,0.1249,555.28,555.28,0.1421,0.4196,HONDA,ACCORD      ,19,20193,1.38120635863913,27890.7,72,Used,12000,658,Tier 3,2020-03-09,43854,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9925559,19213.08,0,None,2020-03-06,60,2025-02-06,0,0,2020-01-16,0.1224,0.1224,431.91,431.91,0.0935,0.31,NISSAN,TITAN KING C,11,16001,1.20074245359665,19213.08,60,Used,79876,668,Tier 3,2020-03-06,43851,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9925948,16159.43,0,None,2020-02-14,72,2026-01-14,0,0,2020-01-08,0.27,0.27,460.38,460.38,0.1023,0.2698,NISSAN,ALTIMA      ,17,13855,1.16632479249369,16159.43,72,Used,54206,502,Tier 9,2020-02-14,43830,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9926246,29143.63,0,None,2020-02-14,72,2026-01-14,0,0,2020-01-14,0.162,0.162,639.68,639.68,0.0646,0.2817,TOYOTA,CAMRY       ,20,24791.14,1.1755663515272,29143.63,72,New,15,566,Tier 5,2020-02-14,43830,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9926394,23599.19,0,None,2020-02-14,72,2026-01-14,0,0,2020-01-07,0.1299,0.1299,476.13,476.13,0.0646,0.441,LEXUS,IS          ,14,15750,1.49836126984127,23599.19,72,Used,80161,645,Tier 0,2020-02-14,43830,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9926411,31325.43,0,None,2020-02-14,72,2026-01-14,0,0,2020-01-07,0.1434,0.1434,655.03,655.03,0.1023,0.2278,DODGE TR,DURANGO     ,15,27250,1.14955706422018,31325.43,72,Used,66241,575,Tier 2,2020-02-14,43830,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9927302,32782.17,0,None,2020-02-14,72,2026-01-14,0,0,2020-01-07,0.149,0.149,695.69,695.69,0.1436,0.547,HYUNDAI,SANTA FE    ,20,30328,1.08092093115273,32782.17,72,New,53,623,Tier 1,2020-02-14,43830,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9927442,15774.5,0,None,2020-02-14,60,2025-01-14,0,0,2020-01-06,0.1447,0.1447,373.14,373.14,0.0496,0.1321,FORD,F150        ,10,13215,1.1936814226258,15774.5,60,Used,74666,627,Tier 0,2020-02-14,43830,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9927646,34995,0,None,2020-02-03,72,2026-01-03,0,0,2020-01-08,0.2,0.2,838.22,838.22,0.1091,0.4067,AUDI,A7          ,16,30225,1.15781637717122,34995,72,Used,64140,537,Tier 7,2020-02-03,43833,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9927678,23680.11,0,None,2020-02-14,72,2026-01-14,0,0,2020-01-07,0.1678,0.1678,527.5,527.5,0.1112,0.4135,FORD,ECOSPORT    ,18,17640,1.34240986394558,23680.11,72,Used,7900,579,Tier 5,2020-02-14,43830,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9927824,28201.99,0,None,2020-03-14,59,2025-01-14,0,1,2020-01-13,0.1336,0.1336,659.44,659.44,0.1204,0.2162,TOYOTA,CARMY       ,20,24276.22,1.17769858734185,28590.07,60,New,3,827,Tier -,2020-02-14,43856,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9927969,12181.5,0,None,2020-02-08,72,2026-01-08,0,0,2020-01-06,0.27,0.27,345.52,345.52,0.1692,0.4986,NISSAN,VERSA       ,17,9100,1.33862637362637,12181.5,72,Used,39742,612,Tier 7,2020-02-08,43860,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9928218,13051.18,0,None,2020-02-16,60,2025-01-16,0,0,2020-01-09,0.1939,0.1939,344.12,344.12,0.1039,0.2794,CHEVROLE,TRAVERSE    ,13,9900,1.31830101010101,13051.18,60,New,124448,598,Tier 7,2020-02-16,43832,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9928783,24541,0,None,2020-02-14,72,2026-01-14,0,0,2020-01-08,0.1539,0.1539,527.44,527.44,0.0993,0.4757,NISSAN,ROGUE       ,20,23728,1.03426331759946,24541,72,New,52,546,Tier 3,2020-02-14,43830,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9928921,26311.52,0,None,2020-03-03,72,2026-02-03,0,0,2020-01-24,0.1558,0.1558,568.29,568.29,0.1183,0.3123,KIA,OPTIMA      ,19,23732,1.10869374683971,26311.52,72,New,43,577,Tier 4,2020-03-03,43851,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9929934,28497.28,0,None,2020-02-03,72,2026-01-03,0,0,2020-01-10,0.1499,0.1499,602.42,602.42,0.1363,0.4166,KIA,SPORTAGE    ,20,25869,1.10159959797441,28497.28,72,New,15,523,Tier 7,2020-02-03,43834,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9930054,11498.81,0,None,2020-02-03,60,2025-01-03,0,0,2020-01-07,0.1326,0.1326,263.16,263.16,0.0433,0.4911,TOYOTA,SIENNA-V6   ,11,11050,1.04061628959276,11498.81,60,Used,113673,624,Tier 0,2020-02-03,43834,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9930074,15197.61,0,None,2020-02-14,72,2026-01-14,0,0,2020-01-07,0.1538,0.1538,326.43,326.43,0.0495,0.5018,CHRYSLER,TOWN & COUNT,12,10900,1.39427614678899,15197.61,72,Used,69528,646,Tier 0,2020-02-14,43830,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9930203,15100,0,None,2020-02-14,72,2026-01-14,0,0,2020-01-09,0.2387,0.2387,400.23,400.23,0.0678,0.2929,CHRYSLER,300,13,12225,1.23517382413088,15100,72,Used,62109,549,Tier 8,2020-02-14,43830,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9930254,17896.7,0,None,2020-02-14,72,2026-01-14,0,0,2020-01-09,0.1599,0.1599,390.66,390.66,0.1455,0.3169,CHEVROLE,MALIBU      ,16,15000,1.19311333333333,17896.7,72,New,14267,586,Tier 5,2020-02-14,43830,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
2020-01-31,9930255,24708.68,0,None,2020-02-14,72,2026-01-14,0,0,2020-01-07,0.2683,0.2683,701.24,701.24,0.1404,0.2904,CADILLAC,XT5         ,17,25825,0.95677366892546,24708.68,72,Used,30699,518,Tier 1,2020-02-14,43850,,,1,0,,,,,Current,Current,,2020-1,2020-Q1,,,0
